member_id,name,gender,email,phone,fav_drink,birthdate,member_since,level,recent_visit,recency,frequency,monetary
1047,King,F,King.bk@irismail.com,0809529765,Thai Tea,1970-06-24,2023-04-02,gold,2024-12-24 08:17:00,6.0,68.0,11310.0
1048,Carrie,F,Carrie.mx@daffodilmail.com,0909145801,Iced Latte,1988-10-20,2023-04-04,gold,2024-12-06 19:25:00,24.0,64.0,11700.0
1049,Gayle,F,Gayle.bn@lilymail.com,0836181633,Bubble Tea,1989-05-11,2023-04-03,gold,2024-12-12 09:23:00,18.0,59.0,10875.0
1050,Boris,M,Boris.pa@carnationmail.com,0818878184,Green Tea,1988-09-15,2023-04-03,gold,2024-11-15 21:38:00,45.0,72.0,10930.0
1051,Moss,M,Moss.jr@daisymail.com,0996885409,Green Tea,1970-08-12,2023-04-03,gold,2024-12-11 17:11:00,19.0,71.0,12610.0
1052,Moose,M,Moose.ub@irismail.com,0647652976,Bubble Tea,2004-01-14,2023-04-03,gold,2024-12-24 21:45:00,6.0,69.0,11825.0
1053,Wade,M,Wade.vj@lotusmail.com,0965504646,Bubble Tea,1970-08-16,2023-04-01,silver,2024-05-20 17:34:00,224.0,48.0,7570.0
1054,Baifern,F,Baifern.qf@irismail.com,0629454710,Bubble Tea,1993-04-13,2023-04-04,silver,2024-07-23 18:58:00,160.0,49.0,8685.0
1055,Prim,F,Prim.mg@carnationmail.com,0626950516,Bubble Tea,1971-02-16,2023-04-03,gold,2024-12-17 14:14:00,13.0,69.0,12925.0
1056,Yum,F,Yum.wc@daisymail.com,0862694115,Bubble Tea,1991-09-15,2023-04-01,gold,2024-12-23 12:47:00,7.0,58.0,8630.0
1057,Fifa,F,Fifa.gt@daisymail.com,0946859727,Yuzu Tea,1989-08-21,2023-04-03,gold,2024-12-27 12:39:00,3.0,65.0,10770.0
1058,Iya,F,Iya.bh@lilymail.com,0866612385,Yuzu Tea,1975-08-17,2023-04-03,gold,2024-12-12 21:11:00,18.0,55.0,8635.0
1059,Pango,F,Pango.fy@sunflowermail.com,0817702994,Bubble Tea,1975-04-11,2023-04-05,gold,2024-12-04 15:30:00,26.0,75.0,13035.0
1060,Minnie,F,Minnie.gi@rosemail.com,0654011396,Yuzu Tea,1990-11-25,2023-04-01,gold,2024-12-02 15:38:00,28.0,55.0,9340.0
1061,Ae,F,Ae.bn@lotusmail.com,0913470518,Yuzu Tea,1999-12-23,2023-04-02,gold,2024-11-29 08:16:00,31.0,66.0,11930.0
1062,Arm,M,Arm.gd@lilymail.com,0978464790,Bubble Tea,1970-12-01,2023-04-05,gold,2024-11-01 10:17:00,59.0,58.0,9735.0
1063,Rowan,M,Rowan.bk@lilymail.com,0818348566,Jasmine Tea,2003-08-18,2023-04-05,gold,2024-08-29 20:31:00,123.0,61.0,8660.0
1064,Molly,F,Molly.im@sunflowermail.com,0931017938,Yuzu Tea,1974-04-26,2023-04-07,gold,2024-12-06 09:29:00,24.0,63.0,10930.0
1065,Sally,F,Sally.jo@daffodilmail.com,0851703778,Green Tea,2003-01-28,2023-04-07,gold,2024-08-30 08:57:00,122.0,53.0,8325.0
1066,Anda,F,Anda.ss@dahlia.com,0805148079,Black Tea,1985-12-07,2023-04-04,gold,2024-10-31 07:44:00,60.0,50.0,7055.0
1067,Earn,F,Earn.pc@daffodilmail.com,0994071576,Yuzu Tea,1973-02-06,2023-04-04,gold,2024-06-21 20:17:00,192.0,57.0,9330.0
1068,Pimdao,F,Pimdao.gk@tulipmail.com,0894835080,Yuzu Tea,1975-05-03,2023-04-06,silver,2024-12-27 17:01:00,3.0,49.0,7445.0
1069,Julian,M,Julian.hl@dahlia.com,0957058672,Yuzu Tea,1998-04-27,2023-04-03,silver,2024-04-30 12:52:00,244.0,37.0,5095.0
1070,Aun,M,Aun.xe@sunflowermail.com,0805626770,Americano,1988-01-27,2023-04-03,silver,2024-04-05 10:39:00,269.0,41.0,6960.0
1071,Janjira,F,Janjira.op@daisymail.com,0836295830,Yuzu Tea,1968-04-07,2023-04-01,gold,2024-12-06 16:02:00,24.0,53.0,8050.0
1072,Kat,F,Kat.vz@lilymail.com,0646481196,Thai Tea,1976-01-04,2023-04-08,gold,2024-12-18 15:43:00,12.0,60.0,8720.0
1073,Vivian,F,Vivian.rp@daffodilmail.com,0858379316,Green Tea,1994-05-09,2023-04-03,gold,2024-12-26 08:09:00,4.0,63.0,10340.0
1074,Air,F,Air.bl@tulipmail.com,0657552154,Yuzu Tea,1984-03-09,2023-04-04,silver,2024-08-28 09:17:00,124.0,49.0,8640.0
1075,Gonzo,M,Gonzo.ky@tulipmail.com,0632086865,Bubble Tea,1977-05-14,2023-04-03,gold,2024-11-11 16:31:00,49.0,69.0,11150.0
1076,Sheldon,M,Sheldon.za@daisymail.com,0806755623,Bubble Tea,1990-12-02,2023-04-04,gold,2024-12-22 19:19:00,8.0,63.0,10615.0
1077,Rolf,M,Rolf.tz@tulipmail.com,0856025781,Bubble Tea,2003-09-04,2023-04-03,gold,2024-10-05 18:34:00,86.0,58.0,8145.0
1078,Colton,M,Colton.im@rosemail.com,0980633512,Yuzu Tea,1979-10-13,2023-04-05,gold,2024-12-20 15:47:00,10.0,73.0,11900.0
1079,Quillson,M,Quillson.fh@dahlia.com,0941000343,Bubble Tea,1992-02-02,2023-04-02,gold,2024-12-13 16:10:00,17.0,74.0,11935.0
1080,Jay,M,Jay.jk@lotusmail.com,0801411625,Mocha,1995-10-23,2023-04-02,gold,2024-11-21 19:33:00,39.0,61.0,9465.0
1081,Chaba,F,Chaba.xg@rosemail.com,0911403687,Thai Tea,1969-08-22,2023-04-02,gold,2024-11-20 13:33:00,40.0,82.0,13450.0
1082,Mai,F,Mai.vw@lilymail.com,0926988413,Yuzu Tea,1990-12-11,2023-04-04,gold,2024-11-29 15:56:00,31.0,62.0,11825.0
1083,Buck,M,Buck.xa@lilymail.com,0957997196,Mocha,2004-07-07,2023-04-01,gold,2024-12-01 11:42:00,29.0,71.0,10310.0
1084,Vesta,F,Vesta.ay@dahlia.com,0622304688,Bubble Tea,2005-09-09,2023-04-01,gold,2024-12-24 11:27:00,6.0,73.0,11210.0
1085,NamTan,F,NamTan.wc@lotusmail.com,0834940727,Iced Latte,1997-02-20,2023-04-03,gold,2024-12-02 16:52:00,28.0,57.0,10750.0
1086,Doc,M,Doc.mc@tulipmail.com,0911508648,Green Tea,1999-12-08,2023-04-04,gold,2024-05-02 14:18:00,242.0,52.0,8455.0
1087,Ozzie,M,Ozzie.jl@lilymail.com,0678304079,Bubble Tea,1994-12-03,2023-04-04,gold,2024-12-02 10:21:00,28.0,61.0,10605.0
1088,Cole,M,Cole.sy@carnationmail.com,0840739130,Green Tea,1986-12-18,2023-04-04,gold,2024-12-24 15:57:00,6.0,71.0,10610.0
1089,Sally,F,Sally.jo@daffodilmail.com,0987656241,Thai Tea,1974-01-28,2023-04-04,gold,2024-09-23 14:16:00,98.0,58.0,10100.0
1090,Erik,M,Erik.jz@sunflowermail.com,0835039587,Yuzu Tea,1988-05-16,2023-04-04,silver,2024-07-31 14:14:00,152.0,47.0,7820.0
1091,O'Hare,M,O'Hare.vg@lilymail.com,0857979613,Yuzu Tea,2008-05-13,2023-04-04,gold,2024-12-19 11:21:00,11.0,72.0,10980.0
1092,Gin,F,Gin.xj@lotusmail.com,0851248584,Bubble Tea,1978-06-02,2023-04-07,gold,2024-12-16 15:06:00,14.0,57.0,10535.0
1093,Hans,M,Hans.mz@sunflowermail.com,0646583405,Bubble Tea,1987-09-27,2023-04-03,gold,2024-09-18 13:18:00,103.0,67.0,13355.0
1094,Ava,F,Ava.dy@rosemail.com,0679245317,Bubble Tea,1993-09-04,2023-04-05,gold,2024-12-16 13:00:00,14.0,61.0,10545.0
1095,Puddles,F,Puddles.cn@daffodilmail.com,0966086919,Yuzu Tea,1990-07-13,2023-04-01,gold,2024-09-26 07:32:00,95.0,54.0,9010.0
1096,Vee,F,Vee.mg@sunflowermail.com,0636806385,Yuzu Tea,1993-11-07,2023-04-01,gold,2024-05-24 09:45:00,220.0,57.0,10235.0
1097,Zell,M,Zell.jk@daisymail.com,0852803860,Bubble Tea,1996-06-19,2023-04-07,gold,2024-12-07 08:24:00,23.0,71.0,11895.0
1098,Grace,F,Grace.pw@irismail.com,0694742454,Bubble Tea,1989-09-20,2023-04-07,gold,2024-12-23 19:15:00,7.0,64.0,9555.0
1099,Tasha,F,Tasha.vq@carnationmail.com,0883870238,Yuzu Tea,1974-04-28,2023-04-03,gold,2024-12-16 11:48:00,14.0,67.0,10030.0
1100,Waan,F,Waan.ma@daisymail.com,0693054142,Thai Tea,1991-08-24,2023-04-08,gold,2024-12-13 16:53:00,17.0,69.0,9595.0
1101,Best,M,Best.jf@daffodilmail.com,0925429245,Yuzu Tea,2000-10-13,2023-04-02,gold,2024-12-12 12:35:00,18.0,81.0,12545.0
1102,Wi,F,Wi.iq@lilymail.com,0915420327,Latte,1991-04-05,2023-04-04,gold,2024-11-28 12:13:00,32.0,76.0,12505.0
1103,Pekoe,F,Pekoe.mh@rosemail.com,0929162099,Green Tea,2000-04-09,2023-04-02,gold,2024-12-16 13:06:00,14.0,70.0,11870.0
1104,Curlos,M,Curlos.ni@lotusmail.com,0933874345,Green Tea,1995-01-17,2023-04-04,gold,2024-12-03 15:21:00,27.0,75.0,12110.0
1105,Koi,F,Koi.xv@lilymail.com,0904020921,Bubble Tea,2005-06-18,2023-04-02,gold,2024-11-08 09:42:00,52.0,60.0,9720.0
1106,Pun,F,Pun.ax@lilymail.com,0658106329,Iced Latte,1993-12-20,2023-04-15,gold,2024-11-19 10:13:00,41.0,63.0,10655.0
1107,Jacques,M,Jacques.hw@irismail.com,0614091495,Bubble Tea,1979-02-08,2023-04-12,gold,2024-11-29 21:18:00,31.0,54.0,7030.0
1108,Quillson,M,Quillson.fh@dahlia.com,0989777813,Yuzu Tea,1975-10-08,2023-04-22,gold,2024-06-03 10:08:00,210.0,53.0,8980.0
1109,Game,M,Game.cl@sunflowermail.com,0895629333,Thai Tea,1990-10-20,2023-04-03,gold,2024-11-25 12:09:00,35.0,66.0,10240.0
1110,Tuk,M,Tuk.bn@carnationmail.com,0663451953,Bubble Tea,1993-10-15,2023-04-03,gold,2024-12-23 18:20:00,7.0,58.0,10555.0
1111,Teddy,M,Teddy.kb@irismail.com,0630856952,Yuzu Tea,2003-08-11,2023-04-18,gold,2024-12-23 11:47:00,7.0,54.0,7825.0
1112,Aun,M,Aun.xe@sunflowermail.com,0957077370,Bubble Tea,1992-11-11,2023-04-01,gold,2024-12-17 15:01:00,13.0,72.0,10980.0
1113,Fa,F,Fa.px@lotusmail.com,0900219062,Bubble Tea,1988-08-21,2023-04-01,gold,2024-11-22 14:26:00,38.0,60.0,9905.0
1114,Clyde,M,Clyde.ir@daisymail.com,0921401987,Bubble Tea,1972-04-24,2023-05-02,silver,2024-05-02 10:41:00,242.0,31.0,4905.0
1115,Cyrano,M,Cyrano.od@lotusmail.com,0889568781,Yuzu Tea,1987-01-18,2023-05-01,silver,2024-11-01 21:19:00,59.0,45.0,7770.0
1116,Zung,F,Zung.ui@sunflowermail.com,0915443264,Green Tea,2001-07-03,2023-05-02,gold,2024-12-19 18:52:00,11.0,60.0,10305.0
1117,Cookie,F,Cookie.vo@lilymail.com,0842492375,Yuzu Tea,2000-12-17,2023-05-02,gold,2024-12-15 18:36:00,15.0,58.0,11080.0
1118,Cherry,F,Cherry.mz@rosemail.com,0685606884,Bubble Tea,1972-09-06,2023-05-03,gold,2024-11-27 08:24:00,33.0,57.0,9535.0
1119,Filbert,M,Filbert.te@carnationmail.com,0664894355,Yuzu Tea,1993-05-09,2023-05-03,silver,2023-11-24 17:02:00,402.0,29.0,4325.0
1120,Tad,M,Tad.fn@lilymail.com,0994084672,Thai Tea,1968-04-04,2023-05-02,silver,2024-05-29 12:08:00,215.0,23.0,4450.0
1121,Clyde,M,Clyde.ir@daisymail.com,0837676142,Bubble Tea,2001-07-25,2023-05-03,gold,2024-12-13 10:52:00,17.0,60.0,9690.0
1122,Limberg,M,Limberg.iy@daisymail.com,0903934760,Latte,1974-07-04,2023-05-01,silver,2023-12-27 08:01:00,369.0,30.0,5960.0
1123,Kim,M,Kim.co@dahlia.com,0899164649,Green Tea,1972-11-09,2023-05-03,silver,2024-12-20 18:59:00,10.0,46.0,8075.0
1124,Derwin,M,Derwin.gt@lilymail.com,0986146266,Green Tea,1974-03-18,2023-05-02,gold,2024-12-13 19:02:00,17.0,55.0,8740.0
1125,Jaja,F,Jaja.gn@tulipmail.com,0917666795,Bubble Tea,1991-12-26,2023-05-02,gold,2024-12-06 17:27:00,24.0,66.0,11465.0
1126,Korn,M,Korn.hr@tulipmail.com,0912664306,Thai Tea,1975-08-28,2023-05-01,silver,2024-10-18 14:22:00,73.0,34.0,6605.0
1127,YingYing,F,YingYing.ys@tulipmail.com,0823116493,Bubble Tea,1972-12-17,2023-05-04,gold,2024-09-02 08:52:00,119.0,50.0,8515.0
1128,Gae,F,Gae.el@daisymail.com,0860002095,Thai Tea,1991-04-07,2023-05-02,silver,2024-12-14 13:29:00,16.0,48.0,9130.0
1129,Kluay,F,Kluay.iq@rosemail.com,0974497889,Bubble Tea,2002-05-19,2023-05-05,gold,2024-11-15 16:47:00,45.0,55.0,9135.0
1130,Rocket,F,Rocket.gc@daisymail.com,0859374205,Bubble Tea,1997-12-26,2023-05-02,silver,2024-10-25 10:33:00,66.0,38.0,5635.0
1131,Pannee,F,Pannee.gp@irismail.com,0685137988,Thai Tea,1993-04-17,2023-05-01,silver,2023-10-22 17:14:00,435.0,30.0,5135.0
1132,Jack,M,Jack.vg@rosemail.com,0892373171,Yuzu Tea,1975-08-04,2023-05-01,gold,2024-12-24 12:03:00,6.0,67.0,11890.0
1133,Cube,M,Cube.xv@sunflowermail.com,0920899781,Green Tea,1989-05-25,2023-05-02,gold,2024-12-23 13:02:00,7.0,63.0,11440.0
1134,Zell,M,Zell.jk@daisymail.com,0800781731,Jasmine Tea,1975-05-10,2023-05-04,gold,2024-11-25 12:31:00,35.0,54.0,8150.0
1135,Bill,M,Bill.dk@irismail.com,0924451085,Iced Latte,1985-05-20,2023-05-02,gold,2024-10-30 18:21:00,61.0,52.0,8125.0
1136,Tybalt,M,Tybalt.ko@sunflowermail.com,0892281539,Americano,1992-04-14,2023-05-02,silver,2024-08-02 07:45:00,150.0,38.0,6950.0
1137,Duen,F,Duen.jb@lilymail.com,0920253909,Yuzu Tea,1991-12-21,2023-05-02,gold,2024-12-26 19:02:00,4.0,61.0,10100.0
1138,Icey,F,Icey.us@dahlia.com,0628535757,Bubble Tea,1995-10-21,2023-05-08,silver,2024-12-06 15:03:00,24.0,41.0,6955.0
1139,Colton,M,Colton.im@rosemail.com,0674191859,Green Tea,1984-02-24,2023-05-05,silver,2024-09-30 17:56:00,91.0,43.0,7820.0
1140,Phoebe,F,Phoebe.xu@irismail.com,0852279992,Green Tea,1970-11-15,2023-05-03,silver,2024-11-26 12:53:00,34.0,39.0,5695.0
1141,Roald,M,Roald.xl@lilymail.com,0630387626,Bubble Tea,1991-04-17,2023-05-02,gold,2024-12-23 12:42:00,7.0,61.0,9435.0
1142,Jane,F,Jane.ii@carnationmail.com,0964971180,Latte,1977-06-13,2023-05-06,gold,2024-11-01 11:12:00,59.0,50.0,8235.0
1143,Zell,M,Zell.jk@daisymail.com,0673985862,Thai Tea,1974-03-02,2023-05-06,silver,2024-10-30 08:50:00,61.0,46.0,7275.0
1144,Namwan,F,Namwan.nk@rosemail.com,0980081051,Bubble Tea,1974-10-12,2023-05-07,gold,2024-11-30 09:20:00,30.0,52.0,8765.0
1145,Lopez,M,Lopez.if@sunflowermail.com,0868957568,Bubble Tea,1988-03-02,2023-05-06,silver,2024-06-06 10:05:00,207.0,30.0,5220.0
1146,Champoo,F,Champoo.iv@irismail.com,0976305048,Green Tea,1995-04-16,2023-05-11,silver,2024-11-28 12:31:00,32.0,46.0,7650.0
1147,Pin,F,Pin.mf@daffodilmail.com,0825890066,Thai Tea,1972-02-18,2023-05-02,gold,2024-12-13 16:47:00,17.0,61.0,9965.0
1148,Rhonda,F,Rhonda.yn@irismail.com,0845221152,Yuzu Tea,1991-01-28,2023-05-02,silver,2024-12-12 16:49:00,18.0,43.0,7050.0
1149,Beardo,M,Beardo.wn@dahlia.com,0823613470,Iced Americano,1997-09-12,2023-05-10,silver,2024-12-13 18:32:00,17.0,44.0,6900.0
1150,Palm,M,Palm.ep@dahlia.com,0662087247,Yuzu Tea,1974-09-18,2023-05-03,silver,2024-09-16 09:13:00,105.0,44.0,6935.0
1151,Melba,F,Melba.xw@lilymail.com,0636296748,Thai Tea,1993-04-21,2023-05-11,silver,2024-12-13 15:22:00,17.0,43.0,6805.0
1152,Rudy,M,Rudy.xk@carnationmail.com,0686569811,Yuzu Tea,1987-12-23,2023-05-03,silver,2024-10-31 09:36:00,60.0,48.0,5775.0
1153,Maprang,F,Maprang.pr@tulipmail.com,0947836292,Thai Tea,1980-12-23,2023-05-03,silver,2024-12-17 07:43:00,13.0,44.0,7515.0
1154,Naomi,F,Naomi.fp@lilymail.com,0850120425,Iced Latte,2004-04-24,2023-05-03,silver,2024-11-20 18:52:00,40.0,47.0,7480.0
1155,Pippy,F,Pippy.ql@daffodilmail.com,0887175255,Yuzu Tea,1971-01-04,2023-05-10,silver,2024-12-27 15:18:00,3.0,49.0,8225.0
1156,Ae,F,Ae.bn@lotusmail.com,0609956825,Green Tea,2002-08-05,2023-05-03,silver,2024-05-31 16:05:00,213.0,24.0,4725.0
1157,Olivia,F,Olivia.iw@lotusmail.com,0645238494,Bubble Tea,1989-07-26,2023-05-02,gold,2024-11-25 18:42:00,35.0,59.0,10035.0
1158,Gwen,F,Gwen.fq@lotusmail.com,0869428113,Bubble Tea,2003-04-05,2023-05-03,gold,2024-12-28 10:17:00,2.0,54.0,11510.0
1159,Punchy,M,Punchy.zl@carnationmail.com,0617751775,Bubble Tea,1976-06-03,2023-05-08,gold,2024-11-20 15:33:00,40.0,55.0,8105.0
1160,James,M,James.dj@rosemail.com,0828680280,Bubble Tea,1990-02-17,2023-05-11,gold,2024-12-02 14:44:00,28.0,69.0,10575.0
1161,Tik,F,Tik.ns@irismail.com,0646770601,Black Tea,1972-11-22,2023-05-01,silver,2024-11-28 13:52:00,32.0,47.0,6400.0
1162,Deedee,F,Deedee.xw@daffodilmail.com,0929132492,Jasmine Tea,1994-03-26,2023-05-15,silver,2023-12-28 08:57:00,368.0,32.0,5955.0
1163,Tangy,F,Tangy.gg@daffodilmail.com,0901442324,Thai Tea,1990-10-05,2023-05-06,gold,2024-11-22 09:28:00,38.0,63.0,9940.0
1164,Friga,F,Friga.bg@rosemail.com,0696294264,Bubble Tea,1997-03-22,2023-05-03,silver,2024-11-27 09:55:00,33.0,48.0,7100.0
1165,Som,F,Som.mt@daisymail.com,0640635351,Bubble Tea,1994-07-27,2023-05-08,silver,2023-12-16 15:05:00,380.0,38.0,6590.0
1166,Ink,F,Ink.uj@irismail.com,0848882222,Bubble Tea,1994-11-06,2023-05-10,gold,2024-12-27 10:04:00,3.0,55.0,9865.0
1167,Amelia,F,Amelia.lp@lilymail.com,0690818070,Thai Tea,1964-01-22,2023-05-02,silver,2024-06-29 12:32:00,184.0,37.0,5960.0
1168,Jeab,F,Jeab.ju@dahlia.com,0901418696,Bubble Tea,2003-04-19,2023-05-09,silver,2024-10-31 10:13:00,60.0,44.0,8120.0
1169,Becky,F,Becky.fq@lotusmail.com,0625005742,Bubble Tea,1976-10-23,2023-05-09,gold,2024-12-03 13:58:00,27.0,52.0,7845.0
1170,Gonzo,M,Gonzo.ky@tulipmail.com,0632246478,Thai Tea,1992-06-17,2023-05-03,gold,2024-12-19 13:40:00,11.0,50.0,7805.0
1171,Audie,F,Audie.wp@lotusmail.com,0870293023,Bubble Tea,2006-08-12,2023-05-05,silver,2024-12-06 14:51:00,24.0,39.0,6090.0
1172,Hopper,M,Hopper.yc@carnationmail.com,0869097028,Green Tea,1993-05-22,2023-05-07,silver,2024-10-29 20:24:00,62.0,46.0,7390.0
1173,Beau,M,Beau.jk@sunflowermail.com,0687476874,Yuzu Tea,1995-01-11,2023-05-19,gold,2024-11-19 14:43:00,41.0,66.0,10205.0
1174,Gwen,F,Gwen.fq@lotusmail.com,0613528192,Thai Tea,2001-10-26,2023-05-05,gold,2024-12-09 16:20:00,21.0,52.0,8205.0
1175,Buzz,M,Buzz.sp@daffodilmail.com,0816281908,Thai Tea,2007-08-12,2023-05-08,silver,2024-12-20 18:44:00,10.0,48.0,7125.0
1176,Maysa,F,Maysa.zq@sunflowermail.com,0978625339,Bubble Tea,1976-08-26,2023-05-09,silver,2024-12-06 12:33:00,24.0,42.0,7785.0
1177,Aun,M,Aun.xe@sunflowermail.com,0832187451,Bubble Tea,2004-02-28,2023-05-03,silver,2023-12-30 10:30:00,366.0,31.0,4680.0
1178,Mira,F,Mira.qh@sunflowermail.com,0942668723,Bubble Tea,2005-10-05,2023-05-04,gold,2024-11-25 13:26:00,35.0,51.0,8210.0
1179,Palm,M,Palm.ep@dahlia.com,0870876209,Bubble Tea,1994-06-22,2023-05-19,gold,2024-12-09 09:32:00,21.0,52.0,7615.0
1180,Lionel,M,Lionel.md@daisymail.com,0845048383,Thai Tea,1974-03-07,2023-05-16,gold,2024-12-04 19:01:00,26.0,58.0,8810.0
1181,Rin,F,Rin.cd@rosemail.com,0636817704,Green Tea,2003-04-28,2023-05-06,silver,2024-10-30 17:03:00,61.0,46.0,8460.0
1182,Joe,M,Joe.er@daffodilmail.com,0652131778,Bubble Tea,2002-03-21,2023-05-02,silver,2023-12-21 15:46:00,375.0,39.0,6635.0
1183,Khing,F,Khing.bh@daisymail.com,0938134437,Yuzu Tea,1990-04-06,2023-05-03,gold,2024-11-15 07:46:00,45.0,57.0,9360.0
1184,Ankha,F,Ankha.zt@rosemail.com,0644481096,Bubble Tea,2004-07-09,2023-05-24,silver,2024-11-26 16:17:00,34.0,46.0,6075.0
1185,Dom,M,Dom.jo@lotusmail.com,0811795239,Yuzu Tea,1993-02-08,2023-06-01,silver,2024-12-26 19:52:00,4.0,41.0,6350.0
1186,Zin,F,Zin.na@rosemail.com,0971687438,Latte,1992-08-21,2023-06-02,silver,2024-12-02 11:45:00,28.0,44.0,7500.0
1187,Vladimir,M,Vladimir.om@rosemail.com,0809224600,Bubble Tea,1990-08-23,2023-06-03,gold,2024-12-17 20:54:00,13.0,53.0,10600.0
1188,Knox,M,Knox.fu@carnationmail.com,0671276731,Thai Tea,1976-06-17,2023-06-03,silver,2024-12-12 09:12:00,18.0,47.0,7540.0
1189,Vic,M,Vic.mq@irismail.com,0623555449,Thai Tea,1972-06-08,2023-06-01,silver,2024-11-29 16:33:00,31.0,47.0,7685.0
1190,Hazel,F,Hazel.hj@tulipmail.com,0674887923,Black Tea,1970-07-05,2023-06-01,silver,2024-10-17 18:11:00,74.0,40.0,6855.0
1191,Dreamy,F,Dreamy.du@daisymail.com,0840531663,Thai Tea,2008-05-16,2023-06-02,silver,2024-12-25 13:15:00,5.0,43.0,7520.0
1192,Meena,F,Meena.fe@tulipmail.com,0635273827,Iced Latte,1994-10-11,2023-06-04,silver,2024-10-02 17:33:00,89.0,46.0,8130.0
1193,Ike,M,Ike.pb@carnationmail.com,0816419209,Bubble Tea,1995-01-11,2023-06-01,silver,2024-11-22 15:24:00,38.0,35.0,5000.0
1194,Jibby,F,Jibby.dn@carnationmail.com,0807556322,Bubble Tea,1993-04-03,2023-06-04,silver,2024-12-17 07:19:00,13.0,47.0,10250.0
1195,Knox,M,Knox.fu@carnationmail.com,0969163453,Jasmine Tea,2000-03-22,2023-06-02,silver,2024-07-15 15:28:00,168.0,38.0,6940.0
1196,Daojai,F,Daojai.ac@dahlia.com,0656439919,Bubble Tea,1972-09-11,2023-06-05,silver,2024-10-29 17:35:00,62.0,45.0,5720.0
1197,Anda,F,Anda.ss@dahlia.com,0848572202,Iced Americano,1992-07-20,2023-06-06,silver,2024-09-12 09:51:00,109.0,29.0,4410.0
1198,Gibzy,F,Gibzy.yu@dahlia.com,0810758900,Bubble Tea,2004-07-28,2023-06-06,silver,2023-12-04 10:47:00,392.0,28.0,3930.0
1199,Stitches,M,Stitches.ra@daffodilmail.com,0831601828,Thai Tea,1969-02-11,2023-06-02,silver,2024-12-17 15:59:00,13.0,40.0,6080.0
1200,Iggly,M,Iggly.at@daisymail.com,0880994064,Yuzu Tea,1990-12-17,2023-06-01,silver,2024-11-30 09:16:00,30.0,49.0,7045.0
1201,View,F,View.ve@daisymail.com,0987754474,Green Tea,1989-06-05,2023-06-05,silver,2024-11-12 19:12:00,48.0,41.0,6630.0
1202,Shari,F,Shari.df@lotusmail.com,0890019985,Bubble Tea,2003-12-09,2023-06-06,silver,2024-11-21 07:23:00,39.0,40.0,5675.0
1203,Kitty,F,Kitty.sb@tulipmail.com,0624881707,Bubble Tea,2006-08-10,2023-06-08,silver,2024-11-15 15:45:00,45.0,48.0,9080.0
1204,Hamlet,M,Hamlet.rv@daisymail.com,0683805971,Iced Latte,1994-06-13,2023-06-02,silver,2024-11-20 14:12:00,40.0,36.0,7050.0
1205,Maddie,F,Maddie.ux@tulipmail.com,0975099125,Bubble Tea,1976-10-03,2023-06-07,silver,2024-12-13 18:42:00,17.0,43.0,7105.0
1206,Bee,F,Bee.ig@lotusmail.com,0841930649,Bubble Tea,1987-06-17,2023-06-02,silver,2024-12-18 08:31:00,12.0,38.0,5070.0
1207,Marcie,F,Marcie.nh@sunflowermail.com,0921599208,Bubble Tea,2003-03-22,2023-06-04,silver,2024-12-08 10:29:00,22.0,43.0,6715.0
1208,Audie,F,Audie.wp@lotusmail.com,0605580973,Bubble Tea,2005-11-21,2023-06-08,gold,2024-11-28 18:09:00,32.0,56.0,9735.0
1209,Pashmina,F,Pashmina.cg@daisymail.com,0989113231,Thai Tea,2008-09-25,2023-06-10,silver,2024-12-21 12:20:00,9.0,39.0,4975.0
1210,Nui,F,Nui.to@daisymail.com,0935435813,Latte,1972-02-03,2023-06-01,silver,2024-11-23 15:52:00,37.0,41.0,6275.0
1211,Tung,M,Tung.hd@lotusmail.com,0942747924,Thai Tea,2008-06-14,2023-06-01,silver,2024-11-28 09:38:00,32.0,42.0,6970.0
1212,Cartoon,F,Cartoon.ie@irismail.com,0882603627,Jasmine Tea,1989-04-24,2023-06-11,silver,2024-11-30 19:30:00,30.0,45.0,6740.0
1213,Drago,M,Drago.gw@lilymail.com,0638347826,Iced Latte,1974-03-23,2023-06-02,silver,2024-12-04 09:04:00,26.0,33.0,5030.0
1214,Puck,M,Puck.bt@daffodilmail.com,0611943290,Green Tea,1970-08-17,2023-06-06,silver,2024-12-12 11:25:00,18.0,43.0,7060.0
1215,Kea,F,Kea.rs@lotusmail.com,0856262260,Green Tea,1987-05-21,2023-06-01,silver,2024-12-11 13:06:00,19.0,49.0,8075.0
1216,Mint,F,Mint.yi@rosemail.com,0697555750,Yuzu Tea,1993-09-06,2023-06-03,silver,2024-07-15 19:42:00,168.0,28.0,4285.0
1217,Francine,F,Francine.fb@lilymail.com,0908678940,Bubble Tea,1994-04-07,2023-06-13,silver,2024-11-01 12:21:00,59.0,47.0,7630.0
1218,Nara,F,Nara.xs@daisymail.com,0814623536,Iced Latte,1990-04-08,2023-06-14,silver,2024-12-03 13:20:00,27.0,35.0,5925.0
1219,Mac,M,Mac.yw@dahlia.com,0686921235,Bubble Tea,2005-12-17,2023-06-02,silver,2024-12-16 09:09:00,14.0,43.0,6210.0
1220,Bunnie,F,Bunnie.wm@rosemail.com,0632877198,Iced Latte,1996-04-01,2023-06-01,silver,2024-11-21 17:48:00,39.0,40.0,7150.0
